"1","Computing","Year 1","Autumn 1","Technology around us","Listening for meaning in non-fiction texts","Ordering numbers","Impact of technology on society"
"376","English","Year 7","Spring 2","Shakespeare Introduction","The elements of a sentence. Simple sentences, compound sentences, complex sentences.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"377","English","Year 7","Summer 1","Non-Fiction Writers’ Viewpoints and Perspectives","Introductions, conclusions, paragraphs and topic sentences.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"378","English","Year 7","Summer 2","Charles Dickens – study of extracts (Author Study)","Introductions, conclusions, paragraphs and topic sentences.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"379","English","Year 8","Autumn 1","Baseline Assessment, AR Tests (3 weeks), Gothic Horror – study of extracts Mary Shelley (Author Study)","Revision of previous year & adverbs, comparative and superlative adjectives, nouns, plural nouns, apostrophes and contractions.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"380","English","Year 8","Autumn 2","Poetry: Portraits Of People (Pre and Post 1900)","Revision of previous year & adverbs, comparative and superlative adjectives, nouns, plural nouns, apostrophes and contractions.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"381","English","Year 8","Spring 1","Shakespeare: Tempest / A Midsummer Night’s Dream","Revision of previous year & compound/complex sentences, embedding clauses, conjunctive adverbs and semi colons.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"382","English","Year 8","Spring 2","Non-Fiction: Travels and Tribulations","Revision of previous year & compound/complex sentences, embedding clauses, conjunctive adverbs and semi colons.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"383","English","Year 8","Summer 1","Science Fiction: Study of extracts and short stories","Revision of previous year & connections between sentences, proofreading, drafting & rewriting.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"384","English","Year 8","Summer 2","Study of a Novel: A Monster Calls by Patrick Ness (Author Study)","Revision of previous year & connections between sentences, proofreading, drafting & rewriting.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"385","English","Year 9","Autumn 1","Baseline Assessment, AR Tests (3 weeks), Stone Cold – Robert Swindells","Revision of previous years & subject, direct object, indirect object, the passive, auxiliary verbs, participles & word endings.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"386","English","Year 9","Autumn 2","Poetry: World War 1 Poetry, Author/Poet Study – WW1","Revision of previous years & subject, direct object, indirect object, the passive, auxiliary verbs, participles & word endings.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"387","English","Year 9","Spring 1","Shakespeare: Macbeth","Revision of previous years & restrictive and non-restrictive clauses, comma placement, colons, hyphens and punctuating speech.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"388","English","Year 9","Spring 2","Of Mice and Men – Steinbeck (Author Study)","Revision of previous years & restrictive and non-restrictive clauses, comma placement, colons, hyphens and punctuating speech.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"389","English","Year 9","Summer 1","Non-Fiction: Prejudice and Protest, Writing is Fighting","Revision of previous years & text, purpose and audience.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"390","English","Year 9","Summer 2","Short Stories: Jekyll and Hyde","Revision of previous years & text, purpose and audience.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"391","English","Year 10","Autumn 1","Baseline Assessment, AR Tests (3 weeks), An Inspector Calls – J B Priestley","Text structure, coherence, language for effect.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"392","English","Year 10","Autumn 2","Conflict Poetry – study of a selection of poems","Text structure, coherence, language for effect.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"393","English","Year 10","Spring 1","The Strange Case of Dr Jekyll and Mr Hyde – R L Stevenson","Text structure, coherence, language for effect.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"394","English","Year 10","Spring 2","Shakespeare: Romeo and Juliet","Text structure, coherence, language for effect.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"395","English","Year 10","Summer 1","Shakespeare: Romeo and Juliet","Text structure, coherence, language for effect.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"396","English","Year 10","Summer 2","Unseen Poetry: A study of a selection of unseen poems","Text structure, coherence, language for effect.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"397","English","Year 11","Autumn 1","Baseline Assessment, AR Tests (3 weeks), Non-Fiction: Writers’ Viewpoints and Perspectives","Text structure, coherence, language for effect.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"398","English","Year 11","Autumn 2","Macbeth – William Shakespeare","Text structure, coherence, language for effect.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"399","English","Year 11","Spring 1","A Christmas Carol – Charles Dickens (Author Study)","Text structure, coherence, language for effect.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"400","English","Year 11","Spring 2","Unseen Poetry: A study of a selection of unseen poems","Text structure, coherence, language for effect.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"401","English","Year 11","Summer 1","Revision of GCSE content","Text structure, coherence, language for effect.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"402","English","Year 11","Summer 2","Revision of GCSE content","Text structure, coherence, language for effect.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
"403","English","Post 16","Autumn 1","Advanced study of Literature: Prose – 19th and 20th Century Novel","Advanced critical analysis and interpretation of texts, including historical and cultural contexts.","Developing numerical skills in analyzing literary patterns, structures, and timelines.","Spiritual: Deepening understanding of self and others through literature, fostering empathy and ethical reflection. Moral: Engaging with moral dilemmas and ethical questions through literature, promoting thoughtful decision making. Social: Enhancing communication skills and understanding of social dynamics through literary discussion and analysis. Cultural: Appreciating diverse cultural perspectives and literary traditions, encouraging open-mindedness and cultural literacy."
"404","English","Post 16","Autumn 2","Advanced study of Literature: Poetry – Pre-1900 and Post-1900","Advanced critical analysis and interpretation of texts, including historical and cultural contexts.","Developing numerical skills in analyzing literary patterns, structures, and timelines.","Spiritual: Deepening understanding of self and others through literature, fostering empathy and ethical reflection. Moral: Engaging with moral dilemmas and ethical questions through literature, promoting thoughtful decision making. Social: Enhancing communication skills and understanding of social dynamics through literary discussion and analysis. Cultural: Appreciating diverse cultural perspectives and literary traditions, encouraging open-mindedness and cultural literacy."
"405","English","Post 16","Spring 1","Advanced study of Literature: Drama – Shakespeare and Other Playwrights","Advanced critical analysis and interpretation of texts, including historical and cultural contexts.","Developing numerical skills in analyzing literary patterns, structures, and timelines.","Spiritual: Deepening understanding of self and others through literature, fostering empathy and ethical reflection. Moral: Engaging with moral dilemmas and ethical questions through literature, promoting thoughtful decision making. Social: Enhancing communication skills and understanding of social dynamics through literary discussion and analysis. Cultural: Appreciating diverse cultural perspectives and literary traditions, encouraging open-mindedness and cultural literacy."
"406","English","Post 16","Spring 2","Advanced study of Literature: Comparative Texts","Advanced critical analysis and interpretation of texts, including historical and cultural contexts.","Developing numerical skills in analyzing literary patterns, structures, and timelines.","Spiritual: Deepening understanding of self and others through literature, fostering empathy and ethical reflection. Moral: Engaging with moral dilemmas and ethical questions through literature, promoting thoughtful decision making. Social: Enhancing communication skills and understanding of social dynamics through literary discussion and analysis. Cultural: Appreciating diverse cultural perspectives and literary traditions, encouraging open-mindedness and cultural literacy."
"407","English","Post 16","Summer 1","Advanced study of Literature: Literary Theory and Criticism","Advanced critical analysis and interpretation of texts, including historical and cultural contexts.","Developing numerical skills in analyzing literary patterns, structures, and timelines.","Spiritual: Deepening understanding of self and others through literature, fostering empathy and ethical reflection. Moral: Engaging with moral dilemmas and ethical questions through literature, promoting thoughtful decision making. Social: Enhancing communication skills and understanding of social dynamics through literary discussion and analysis. Cultural: Appreciating diverse cultural perspectives and literary traditions, encouraging open-mindedness and cultural literacy."
