Year,Term,Area_of_study,Literacy_focus,Numeracy_focus,SMSC
Year 10,Spring 2,"Shakespeare: Romeo and Juliet","Text structure, coherence, language for effect.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 10,Summer 1,"Shakespeare: Romeo and Juliet","Text structure, coherence, language for effect.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 10,Summer 2,"Unseen Poetry: A study of a selection of unseen poems","Text structure, coherence, language for effect.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 11,Autumn 1,"Baseline Assessment, AR Tests (3 weeks), Non-Fiction: Writers’ Viewpoints and Perspectives","Text structure, coherence, language for effect.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 11,Autumn 2,"Macbeth – William Shakespeare","Text structure, coherence, language for effect.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 11,Spring 1,"A Christmas Carol – Charles Dickens (Author Study)","Text structure, coherence, language for effect.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 11,Spring 2,"Unseen Poetry: A study of a selection of unseen poems","Text structure, coherence, language for effect.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 11,Summer 1,"Revision of GCSE content","Text structure, coherence, language for effect.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 11,Summer 2,"Revision of GCSE content","Text structure, coherence, language for effect.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Post 16,Autumn 1,"Advanced study of Literature: Prose – 19th and 20th Century Novel","Advanced critical analysis and interpretation of texts, including historical and cultural contexts.","Developing numerical skills in analyzing literary patterns, structures, and timelines.","Spiritual: Deepening understanding of self and others through literature, fostering empathy and ethical reflection. Moral: Engaging with moral dilemmas and ethical questions through literature, promoting thoughtful decision making. Social: Enhancing communication skills and understanding of social dynamics through literary discussion and analysis. Cultural: Appreciating diverse cultural perspectives and literary traditions, encouraging open-mindedness and cultural literacy."
Post 16,Autumn 2,"Advanced study of Literature: Poetry – Pre-1900 and Post-1900","Advanced critical analysis and interpretation of texts, including historical and cultural contexts.","Developing numerical skills in analyzing literary patterns, structures, and timelines.","Spiritual: Deepening understanding of self and others through literature, fostering empathy and ethical reflection. Moral: Engaging with moral dilemmas and ethical questions through literature, promoting thoughtful decision making. Social: Enhancing communication skills and understanding of social dynamics through literary discussion and analysis. Cultural: Appreciating diverse cultural perspectives and literary traditions, encouraging open-mindedness and cultural literacy."
Post 16,Spring 1,"Advanced study of Literature: Drama – Shakespeare and Other Playwrights","Advanced critical analysis and interpretation of texts, including historical and cultural contexts.","Developing numerical skills in analyzing literary patterns, structures, and timelines.","Spiritual: Deepening understanding of self and others through literature, fostering empathy and ethical reflection. Moral: Engaging with moral dilemmas and ethical questions through literature, promoting thoughtful decision making. Social: Enhancing communication skills and understanding of social dynamics through literary discussion and analysis. Cultural: Appreciating diverse cultural perspectives and literary traditions, encouraging open-mindedness and cultural literacy."
Post 16,Spring 2,"Advanced study of Literature: Comparative Texts","Advanced critical analysis and interpretation of texts, including historical and cultural contexts.","Developing numerical skills in analyzing literary patterns, structures, and timelines.","Spiritual: Deepening understanding of self and others through literature, fostering empathy and ethical reflection. Moral: Engaging with moral dilemmas and ethical questions through literature, promoting thoughtful decision making. Social: Enhancing communication skills and understanding of social dynamics through literary discussion and analysis. Cultural: Appreciating diverse cultural perspectives and literary traditions, encouraging open-mindedness and cultural literacy."
Post 16,Summer 1,"Advanced study of Literature: Literary Theory and Criticism","Advanced critical analysis and interpretation of texts, including historical and cultural contexts.","Developing numerical skills in analyzing literary patterns, structures, and timelines.","Spiritual: Deepening understanding of self and others through literature, fostering empathy and ethical reflection. Moral: Engaging with moral dilemmas and ethical questions through literature, promoting thoughtful decision making. Social: Enhancing communication skills and understanding of social dynamics through literary discussion and analysis. Cultural: Appreciating diverse cultural perspectives and literary traditions, encouraging open-mindedness and cultural literacy."
Post 16,Summer 2,"Advanced study of Literature: Independent Study and Research","Advanced critical analysis and interpretation of texts, including historical and cultural contexts.","Developing numerical skills in analyzing literary patterns, structures, and timelines.","Spiritual: Deepening understanding of self and others through literature, fostering empathy and ethical reflection. Moral: Engaging with moral dilemmas and ethical questions through literature, promoting thoughtful decision making. Social: Enhancing communication skills and understanding of social dynamics through literary discussion and analysis. Cultural: Appreciating diverse cultural perspectives and literary traditions, encouraging open-mindedness and cultural literacy."

